bank,review,rating,date,source
Commercial Bank of Ethiopia (CBE),please update and play working apk,5,2026-02-17 20:29:18,Google Play
Commercial Bank of Ethiopia (CBE),very nice App,5,2026-02-17 19:48:36,Google Play
Commercial Bank of Ethiopia (CBE),"Great App!!! Some times it may become busy,but that is not Problem of the company that type of problem is network case....",5,2026-02-17 19:09:25,Google Play
Commercial Bank of Ethiopia (CBE),it's nice app for me,5,2026-02-17 16:10:57,Google Play
Commercial Bank of Ethiopia (CBE),I like it very much.Thank you,5,2026-02-17 15:35:29,Google Play
Commercial Bank of Ethiopia (CBE),good👍,5,2026-02-17 13:49:49,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-16 17:39:12,Google Play
Commercial Bank of Ethiopia (CBE),ok,5,2026-02-16 17:12:48,Google Play
Commercial Bank of Ethiopia (CBE),very good,5,2026-02-16 16:33:16,Google Play
Commercial Bank of Ethiopia (CBE),great app,5,2026-02-16 13:27:58,Google Play
Commercial Bank of Ethiopia (CBE),the latest update makes the keyboard unpleasant and confusing.,1,2026-02-16 12:18:44,Google Play
Commercial Bank of Ethiopia (CBE),very nice app,5,2026-02-16 12:10:37,Google Play
Commercial Bank of Ethiopia (CBE),best 👍,5,2026-02-16 11:42:04,Google Play
Commercial Bank of Ethiopia (CBE),technitional,5,2026-02-16 06:49:46,Google Play
Commercial Bank of Ethiopia (CBE),it a best app,5,2026-02-16 01:54:09,Google Play
Commercial Bank of Ethiopia (CBE),Fantastic,5,2026-02-15 19:10:07,Google Play
Commercial Bank of Ethiopia (CBE),"since the application updated, i couldn't use the it properly . now it stucked and loading but not working I was even trying to contact thru online help/chat box on the app, but no one's responding. such a poor service.",1,2026-02-14 18:14:31,Google Play
Commercial Bank of Ethiopia (CBE),ጥሩ ነው,4,2026-02-14 13:39:48,Google Play
Commercial Bank of Ethiopia (CBE),not functional too boring,5,2026-02-14 10:55:10,Google Play
Commercial Bank of Ethiopia (CBE),nice,4,2026-02-14 07:51:31,Google Play
Commercial Bank of Ethiopia (CBE),it is the worst one ever seen in my life because unless you have updated it can not work completely and if you update it you must go to the nearest bank always for that i give it one star,1,2026-02-13 20:23:40,Google Play
Commercial Bank of Ethiopia (CBE),that is very nice,4,2026-02-13 20:17:53,Google Play
Commercial Bank of Ethiopia (CBE),nice bank and app,4,2026-02-13 12:39:51,Google Play
Commercial Bank of Ethiopia (CBE),"look my app don,t hack",5,2026-02-13 00:16:13,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-12 21:29:09,Google Play
Commercial Bank of Ethiopia (CBE),Good banK,5,2026-02-12 14:59:32,Google Play
Commercial Bank of Ethiopia (CBE),"CBE Mobile Banking: Easy to Use! Fast, Efficient, ""#All_in_One"" Symbol - (Bank of Ethiopia)! Genuine & Huge Efforts in Progress to Modernize its Allrounded Services so as to Secure an Image/Symbol of Rise of Ethiopia, Like the EAL, GERD Jiants. Looking Forward to Seeing this Initiative Becomes a Reality Sooner than Latter!",5,2026-02-12 10:34:46,Google Play
Commercial Bank of Ethiopia (CBE),wow,5,2026-02-12 09:40:52,Google Play
Commercial Bank of Ethiopia (CBE),update error waiting the next update,2,2026-02-12 08:21:35,Google Play
Commercial Bank of Ethiopia (CBE),nice,5,2026-02-11 18:47:09,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-11 17:19:59,Google Play
Commercial Bank of Ethiopia (CBE),great,5,2026-02-11 17:03:11,Google Play
Commercial Bank of Ethiopia (CBE),Thanks for this convenient and simple and very reliable application.,5,2026-02-11 14:31:47,Google Play
Commercial Bank of Ethiopia (CBE),very satisfied with it,5,2026-02-11 10:09:09,Google Play
Commercial Bank of Ethiopia (CBE),fast,5,2026-02-11 08:45:53,Google Play
Commercial Bank of Ethiopia (CBE),Good,5,2026-02-11 08:33:18,Google Play
Commercial Bank of Ethiopia (CBE),i heat app,2,2026-02-10 23:31:10,Google Play
Commercial Bank of Ethiopia (CBE),daown load,1,2026-02-10 15:49:14,Google Play
Commercial Bank of Ethiopia (CBE),there is no enter button on the login,1,2026-02-10 13:13:56,Google Play
Commercial Bank of Ethiopia (CBE),It is excellent.,5,2026-02-10 12:07:51,Google Play
Commercial Bank of Ethiopia (CBE),the latest version is worse. not working at all,1,2026-02-10 10:48:10,Google Play
Commercial Bank of Ethiopia (CBE),I could get a zero for this app if I could. You can't have a statement to view your past transactions filtered by anything. Information is incorrect when you view your statement that is available to you. Hire good project managers and developers to give your customers acceptable level of service. Ethiopia has smart people. Stone age level of compatibility. Very sad.,1,2026-02-09 22:58:50,Google Play
Commercial Bank of Ethiopia (CBE),Thank you CBE it is very better,5,2026-02-09 19:25:47,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-09 19:01:55,Google Play
Commercial Bank of Ethiopia (CBE),the best app,5,2026-02-09 18:51:11,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-09 17:38:00,Google Play
Commercial Bank of Ethiopia (CBE),"Easy, fast and secure app thanks Comercial bank of Ethiopia( CBE NOOR)",5,2026-02-09 17:00:21,Google Play
Commercial Bank of Ethiopia (CBE),wow,5,2026-02-09 15:56:07,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-09 15:51:18,Google Play
Commercial Bank of Ethiopia (CBE),ok,5,2026-02-09 12:23:22,Google Play
Commercial Bank of Ethiopia (CBE),"It only shows recent transactions, it does not show old transactions when we want to check.",3,2026-02-09 11:59:34,Google Play
Commercial Bank of Ethiopia (CBE),good,3,2026-02-08 17:30:39,Google Play
Commercial Bank of Ethiopia (CBE),thank you,5,2026-02-08 15:40:18,Google Play
Commercial Bank of Ethiopia (CBE),Useful app.,5,2026-02-08 01:14:08,Google Play
Commercial Bank of Ethiopia (CBE),very good bank thanks,5,2026-02-08 00:24:07,Google Play
Commercial Bank of Ethiopia (CBE),Best app,5,2026-02-07 23:25:32,Google Play
Commercial Bank of Ethiopia (CBE),Excellent !,5,2026-02-07 20:13:53,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-07 19:11:24,Google Play
Commercial Bank of Ethiopia (CBE),pls update my cbe mobile banking,3,2026-02-07 18:55:11,Google Play
Commercial Bank of Ethiopia (CBE),good app,3,2026-02-07 18:51:01,Google Play
Commercial Bank of Ethiopia (CBE),"The application is generally very good and reliable. It offers smooth operations and better functionality compared to many similar apps. However, after the recent update, the keyboard behavior is not as convenient as before—it seems to have adapted new features that affect typing comfort. Aside from this issue, the overall performance, services, and usability of the app remain strong. I appreciate the improvements and hope the keyboard experience will be refined in future updates.",4,2026-02-07 14:46:46,Google Play
Commercial Bank of Ethiopia (CBE),I can't update this app so would you help me please,5,2026-02-07 14:31:28,Google Play
Commercial Bank of Ethiopia (CBE),great,5,2026-02-07 12:15:52,Google Play
Commercial Bank of Ethiopia (CBE),beast,5,2026-02-07 11:58:18,Google Play
Commercial Bank of Ethiopia (CBE),in the new update. money transfer part is hiddeing some numbers and button .it not showing for small device . can you make page see all numbers for small frame device .fix error,3,2026-02-07 09:40:28,Google Play
Commercial Bank of Ethiopia (CBE),good app,5,2026-02-07 09:09:25,Google Play
Commercial Bank of Ethiopia (CBE),Enjoyed it,5,2026-02-06 23:55:56,Google Play
Commercial Bank of Ethiopia (CBE),cbe best application,4,2026-02-06 22:13:13,Google Play
Commercial Bank of Ethiopia (CBE),The worst developers,1,2026-02-06 21:26:54,Google Play
Commercial Bank of Ethiopia (CBE),አአጨጨ,5,2026-02-06 20:36:10,Google Play
Commercial Bank of Ethiopia (CBE),very good,5,2026-02-06 19:22:21,Google Play
Commercial Bank of Ethiopia (CBE),God Blessed,5,2026-02-06 18:04:31,Google Play
Commercial Bank of Ethiopia (CBE),waw bast app,5,2026-02-06 17:48:07,Google Play
Commercial Bank of Ethiopia (CBE),Good,5,2026-02-06 16:40:30,Google Play
Commercial Bank of Ethiopia (CBE),its great and easy to use app i appreciate,5,2026-02-06 15:49:45,Google Play
Commercial Bank of Ethiopia (CBE),Actually you are good,5,2026-02-06 15:23:47,Google Play
Commercial Bank of Ethiopia (CBE),Great,5,2026-02-06 15:19:08,Google Play
Commercial Bank of Ethiopia (CBE),the best app,5,2026-02-06 14:59:19,Google Play
Commercial Bank of Ethiopia (CBE),I was using it properly but now it has stopped working for me and I have no money to send and we are in trouble .the problem is the weak internet power. search for #unbeltu connect and pass it on.I can't understand the problem so I want to ask you to help me,5,2026-02-06 13:28:15,Google Play
Commercial Bank of Ethiopia (CBE),after recent update it's the worst app forever I will give 00000 star because it hides the keyboard,1,2026-02-06 12:31:05,Google Play
Commercial Bank of Ethiopia (CBE),spashial one,5,2026-02-06 11:44:32,Google Play
Commercial Bank of Ethiopia (CBE),"amazing app I ever used, keep it up",5,2026-02-06 11:09:51,Google Play
Commercial Bank of Ethiopia (CBE),tje new app have a problem to display all the numbers. I can't able to pay for utilities particularly for water bill as all the ten numbers 0 to 9 doesn't appear to enter the pin code.,2,2026-02-06 10:16:33,Google Play
Commercial Bank of Ethiopia (CBE),worst update ever,1,2026-02-06 10:15:10,Google Play
Commercial Bank of Ethiopia (CBE),Realtime balance updating is poor,4,2026-02-06 06:15:50,Google Play
Commercial Bank of Ethiopia (CBE),"​""Excellent app! It’s very reliable, but it would be even better if it included a feature to transfer money directly from a personal bank account to someone else's Telebirr wallet. That would make it a complete game-changer.""",5,2026-02-06 04:50:51,Google Play
Commercial Bank of Ethiopia (CBE),Ok,4,2026-02-05 23:34:40,Google Play
Commercial Bank of Ethiopia (CBE),exceptional,5,2026-02-05 23:33:21,Google Play
Commercial Bank of Ethiopia (CBE),Genuinely what has this new update brought us? what kind of number pad starts with 0? like come on this is this supposed to be the nation's biggest bank? sack your developer teams. A junior dev would know how properly put a number pad.,1,2026-02-05 20:51:45,Google Play
Commercial Bank of Ethiopia (CBE),don't work for my phone,1,2026-02-05 20:51:20,Google Play
Commercial Bank of Ethiopia (CBE),is not working for me usually,2,2026-02-05 20:29:39,Google Play
Commercial Bank of Ethiopia (CBE),"To the Commercial Bank of Ethiopia (CBE), I am writing to express my concern regarding the recent update to the CBE Mobile Banking application. Since the update, the application has not been functioning properly and is significantly worse than the previous version. As a customer of CBE, I find the new app frustrating and inconvenient. For example, after entering the password and attempting to send money, if a mistake is made in entering the recipient’s phone number or account number, there is",5,2026-02-05 20:14:41,Google Play
Commercial Bank of Ethiopia (CBE),Very important,5,2026-02-05 19:59:26,Google Play
Commercial Bank of Ethiopia (CBE),this is a stupid app I have ever seen. what a bad experience I can't even logged in. 😕,1,2026-02-05 15:52:18,Google Play
Commercial Bank of Ethiopia (CBE),this apps very simple for use,5,2026-02-05 15:36:56,Google Play
Commercial Bank of Ethiopia (CBE),good experience,5,2026-02-05 15:26:13,Google Play
Commercial Bank of Ethiopia (CBE),the receipt update interface is so annoying specially when you try to put pin number it need fixing,3,2026-02-05 15:12:48,Google Play
Commercial Bank of Ethiopia (CBE),very intersting,5,2026-02-05 13:02:29,Google Play
Commercial Bank of Ethiopia (CBE),it is good App,5,2026-02-05 12:24:49,Google Play
Commercial Bank of Ethiopia (CBE),normal,5,2026-02-05 11:45:37,Google Play
Commercial Bank of Ethiopia (CBE),finw,5,2026-02-05 11:27:10,Google Play
Commercial Bank of Ethiopia (CBE),I cannot use this app right now. I don't now why the reason is.,2,2026-02-05 09:37:35,Google Play
Commercial Bank of Ethiopia (CBE),easy and fast thank you for your support,5,2026-02-05 09:10:23,Google Play
Commercial Bank of Ethiopia (CBE),Iam very satisfied with this application,5,2026-02-04 22:48:59,Google Play
Commercial Bank of Ethiopia (CBE),most probably good.,3,2026-02-04 21:57:51,Google Play
Commercial Bank of Ethiopia (CBE),💯,4,2026-02-04 20:04:00,Google Play
Commercial Bank of Ethiopia (CBE),Wonderful,5,2026-02-04 19:01:55,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-04 18:47:03,Google Play
Commercial Bank of Ethiopia (CBE),i think easy and good new modification,5,2026-02-04 17:00:10,Google Play
Commercial Bank of Ethiopia (CBE),best ever,5,2026-02-04 15:46:32,Google Play
Commercial Bank of Ethiopia (CBE),nice app,5,2026-02-04 15:29:46,Google Play
Commercial Bank of Ethiopia (CBE),what is wrong with this app it's ask me update every time i used it update update ... how it's work like ths,1,2026-02-04 15:08:47,Google Play
Commercial Bank of Ethiopia (CBE),Tele birr is much better,2,2026-02-04 14:51:16,Google Play
Commercial Bank of Ethiopia (CBE),good,3,2026-02-04 14:25:28,Google Play
Commercial Bank of Ethiopia (CBE),good but the new keyboard experience is something lacking,4,2026-02-04 13:42:15,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-04 13:14:35,Google Play
Commercial Bank of Ethiopia (CBE),"Hello guys. The frequently updating is very essential for mobile banking. But please learn many experiences from Dashen Mobile Banking Supper app how much safe, efficient and user friendly and convenient it is. please just make similar super app.",4,2026-02-04 12:52:26,Google Play
Commercial Bank of Ethiopia (CBE),mobail baking appii,1,2026-02-04 12:13:57,Google Play
Commercial Bank of Ethiopia (CBE),I am very happy and glad to have mobile banking...,1,2026-02-04 11:47:08,Google Play
Commercial Bank of Ethiopia (CBE),በጣም የምወደው አይ ነው አሁን አፕዴት አአርጌው እየሰራ አይደለም,5,2026-02-04 11:37:30,Google Play
Commercial Bank of Ethiopia (CBE),best,5,2026-02-04 11:32:21,Google Play
Commercial Bank of Ethiopia (CBE),good app,5,2026-02-04 11:12:09,Google Play
Commercial Bank of Ethiopia (CBE),Good,2,2026-02-04 10:49:53,Google Play
Commercial Bank of Ethiopia (CBE),not comparable with this device,5,2026-02-04 00:34:31,Google Play
Commercial Bank of Ethiopia (CBE),good quality,5,2026-02-04 00:04:15,Google Play
Commercial Bank of Ethiopia (CBE),the best app I have ever seen,5,2026-02-03 22:31:44,Google Play
Commercial Bank of Ethiopia (CBE),the application is not working,5,2026-02-03 22:13:04,Google Play
Commercial Bank of Ethiopia (CBE),"this is the worst update, what have you done with the resolution haven't you tested it or what",1,2026-02-03 20:54:11,Google Play
Commercial Bank of Ethiopia (CBE),how to open,5,2026-02-03 20:36:24,Google Play
Commercial Bank of Ethiopia (CBE),I very much thanks again and again.,5,2026-02-03 20:02:58,Google Play
Commercial Bank of Ethiopia (CBE),እየሰራ አይደለም,1,2026-02-03 19:45:36,Google Play
Commercial Bank of Ethiopia (CBE),Nice app,5,2026-02-03 18:46:19,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-03 18:17:04,Google Play
Commercial Bank of Ethiopia (CBE),"Great application for me,So I would like to rate with 3 star.B/c it doesn't work since this week. So would you fix the issues.",5,2026-02-03 16:54:12,Google Play
Commercial Bank of Ethiopia (CBE),🥰🥰🥰🥰🥰,5,2026-02-03 16:33:57,Google Play
Commercial Bank of Ethiopia (CBE),Ok thanks .,5,2026-02-03 16:08:37,Google Play
Commercial Bank of Ethiopia (CBE),the feature is not desplay fully on screen,1,2026-02-03 15:25:02,Google Play
Commercial Bank of Ethiopia (CBE),since it's updated it's not working.,1,2026-02-03 14:03:42,Google Play
Commercial Bank of Ethiopia (CBE),it is terrible. the new update shows your pin,1,2026-02-03 13:04:50,Google Play
Commercial Bank of Ethiopia (CBE),nice,1,2026-02-03 12:59:25,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-02-03 09:04:11,Google Play
Commercial Bank of Ethiopia (CBE),nice,5,2026-02-03 08:00:03,Google Play
Commercial Bank of Ethiopia (CBE),it is good,3,2026-02-03 07:40:00,Google Play
Commercial Bank of Ethiopia (CBE),nice,3,2026-02-02 23:48:14,Google Play
Commercial Bank of Ethiopia (CBE),it was good but now the new app not compatable to my device how can i fix,5,2026-02-02 22:18:15,Google Play
Commercial Bank of Ethiopia (CBE),it is not working properly in my phone,2,2026-02-02 21:49:55,Google Play
Commercial Bank of Ethiopia (CBE),"The previous version of the CBE application was relatively better. Recently, I was prompted to take some time to update it, and I did. However, since then, it hasn't worked, even when logging in to the app. My attempts to contact customer service were unsuccessful. What shame on the developer and the IT section of CBE.",1,2026-02-02 21:42:21,Google Play
Commercial Bank of Ethiopia (CBE),what an app !!!!,5,2026-02-02 21:17:27,Google Play
Commercial Bank of Ethiopia (CBE),the update is killing me what's with the pin numbers?,1,2026-02-02 20:30:38,Google Play
Commercial Bank of Ethiopia (CBE),it is not fhain,2,2026-02-02 20:13:10,Google Play
Commercial Bank of Ethiopia (CBE),It is Best but I need compatible application for this device,5,2026-02-02 18:02:47,Google Play
Commercial Bank of Ethiopia (CBE),cbe godd,5,2026-02-02 16:30:31,Google Play
Commercial Bank of Ethiopia (CBE),the new Update is so weak display.,2,2026-02-02 14:43:29,Google Play
Commercial Bank of Ethiopia (CBE),Cool,5,2026-02-02 13:13:54,Google Play
Commercial Bank of Ethiopia (CBE),please improve the keyboard in the app it not responding,3,2026-02-02 12:33:45,Google Play
Commercial Bank of Ethiopia (CBE),Thank you for the service,2,2026-02-02 12:29:57,Google Play
Commercial Bank of Ethiopia (CBE),best 👌,5,2026-02-02 12:15:20,Google Play
Commercial Bank of Ethiopia (CBE),nice,5,2026-02-02 10:38:48,Google Play
Commercial Bank of Ethiopia (CBE),not functional why in a digital centure useless app too shame...,1,2026-02-02 09:52:04,Google Play
Commercial Bank of Ethiopia (CBE),"not good after recent update. the keybord layout does not display all numerical symbols. for this reason, I can't use the app.",2,2026-02-02 08:54:47,Google Play
Commercial Bank of Ethiopia (CBE),The password is difficult to use,1,2026-02-02 06:52:18,Google Play
Commercial Bank of Ethiopia (CBE),great,5,2026-02-01 23:00:00,Google Play
Commercial Bank of Ethiopia (CBE),new app,2,2026-02-01 22:55:34,Google Play
Commercial Bank of Ethiopia (CBE),"what does it mean, after you change your phone you must go to cbe branch and deal with those stupid employees. make an easy way of using it the way you are by linking with SIM",2,2026-02-01 20:58:45,Google Play
Commercial Bank of Ethiopia (CBE),Please revert the password inputs. It's the worst design ever!,1,2026-02-01 18:30:42,Google Play
Commercial Bank of Ethiopia (CBE),its nice,5,2026-02-01 16:05:11,Google Play
Commercial Bank of Ethiopia (CBE),nice app,5,2026-02-01 15:07:53,Google Play
Commercial Bank of Ethiopia (CBE),not compatible with android 8.1,1,2026-02-01 12:01:31,Google Play
Commercial Bank of Ethiopia (CBE),After your cureent update the app didn't support my device Samsung S7.,1,2026-02-01 11:57:00,Google Play
Commercial Bank of Ethiopia (CBE),comfortable app,5,2026-02-01 11:45:13,Google Play
Commercial Bank of Ethiopia (CBE),best,5,2026-02-01 11:13:22,Google Play
Commercial Bank of Ethiopia (CBE),It would have been easier if we see all the transactions recorded per day. Why is it not clear every month transacties ctions,2,2026-01-31 22:01:44,Google Play
Commercial Bank of Ethiopia (CBE),"your new update doesn't work for me, it says ""your device isn't compatible with this version."" you have to fix this problem.",1,2026-01-31 20:34:51,Google Play
Commercial Bank of Ethiopia (CBE),it's nice app but if it was work by free airtime like telebirr it wold be awesome,4,2026-01-31 20:34:12,Google Play
Commercial Bank of Ethiopia (CBE),The way the numbers are arranged to enter the PIN in the new update is unprofessional. Please revert to the previous layout.,3,2026-01-31 19:13:27,Google Play
Commercial Bank of Ethiopia (CBE),best application that makes life easy,5,2026-01-31 14:10:24,Google Play
Commercial Bank of Ethiopia (CBE),good app,5,2026-01-31 13:33:47,Google Play
Commercial Bank of Ethiopia (CBE),It's a useless App. It couldn't synchronise and laggy app.,1,2026-01-31 13:16:43,Google Play
Commercial Bank of Ethiopia (CBE),ii like it,5,2026-01-31 13:16:04,Google Play
Commercial Bank of Ethiopia (CBE),best,5,2026-01-31 12:23:30,Google Play
Commercial Bank of Ethiopia (CBE),why app isn't sync,5,2026-01-31 11:21:10,Google Play
Commercial Bank of Ethiopia (CBE),"I used this app many times, it work well but when I updated it;it is stopped working. what is the reason? what I should do?",4,2026-01-31 10:49:49,Google Play
Commercial Bank of Ethiopia (CBE),it says it's not compatible with my phone,1,2026-01-31 10:42:58,Google Play
Commercial Bank of Ethiopia (CBE),nice,5,2026-01-31 09:13:55,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-31 09:08:12,Google Play
Commercial Bank of Ethiopia (CBE),good,2,2026-01-31 08:49:41,Google Play
Commercial Bank of Ethiopia (CBE),app abdet,5,2026-01-30 22:00:36,Google Play
Commercial Bank of Ethiopia (CBE),best and secure,5,2026-01-30 21:19:12,Google Play
Commercial Bank of Ethiopia (CBE),its good,5,2026-01-30 21:15:12,Google Play
Commercial Bank of Ethiopia (CBE),good apps,4,2026-01-30 20:54:31,Google Play
Commercial Bank of Ethiopia (CBE),the new keyboard is the most worst in the app,1,2026-01-30 20:15:09,Google Play
Commercial Bank of Ethiopia (CBE),"i use this app for long time,but now ,it says this app is no compatible with this device! what shall i do?",1,2026-01-30 19:46:28,Google Play
Commercial Bank of Ethiopia (CBE),good application,5,2026-01-30 18:50:42,Google Play
Commercial Bank of Ethiopia (CBE),ok,5,2026-01-30 17:16:51,Google Play
Commercial Bank of Ethiopia (CBE),"The new built in keyboard starts with 0 ???? not professional, please fix it and make it same as the one that appears when we login.",3,2026-01-30 17:15:08,Google Play
Commercial Bank of Ethiopia (CBE),the beast and safe way ##!,5,2026-01-30 16:39:15,Google Play
Commercial Bank of Ethiopia (CBE),It's very nice app,5,2026-01-30 15:44:15,Google Play
Commercial Bank of Ethiopia (CBE),update is wrong this application,5,2026-01-30 15:01:37,Google Play
Commercial Bank of Ethiopia (CBE),"The new keyboard is garbage, return the old one",1,2026-01-30 14:41:05,Google Play
Commercial Bank of Ethiopia (CBE),"The recent update wouldn't let me log in to my mobile bank. The cbe pin keyboard won't drop down for me to submit the pin, it is an atrocious design.",2,2026-01-30 14:36:45,Google Play
Commercial Bank of Ethiopia (CBE),good wey,5,2026-01-30 14:34:50,Google Play
Commercial Bank of Ethiopia (CBE),A plus,5,2026-01-30 12:44:58,Google Play
Commercial Bank of Ethiopia (CBE),a lot of mess when i update,2,2026-01-30 12:27:14,Google Play
Commercial Bank of Ethiopia (CBE),ጥሩ ነው,5,2026-01-30 12:12:17,Google Play
Commercial Bank of Ethiopia (CBE),there is no any possibilty on this app even to Look your account Details or to send money to familie? what is going on?,1,2026-01-30 11:31:33,Google Play
Commercial Bank of Ethiopia (CBE),waw,5,2026-01-30 11:22:38,Google Play
Commercial Bank of Ethiopia (CBE),whenever I have tried to update the app. I recived a message saying the the App is not compatable with the phone. so what will be the solution amd how could I use the mobile banking system,1,2026-01-30 11:15:58,Google Play
Commercial Bank of Ethiopia (CBE),It is a good app. Had no problem with it. I do not understand why there is a need to upgrade it since updated this same month.,5,2026-01-30 10:29:54,Google Play
Commercial Bank of Ethiopia (CBE),በጣም ምርጥ አፕልኬሽን ነው ሆኖም ግን ከcbe ወደ ቴሌብርና ወደሌላ ባንክ የሚወስደው ብር መስተካከል አለበት,5,2026-01-30 10:05:58,Google Play
Commercial Bank of Ethiopia (CBE),"very easy, helpful and safe for everyday life but it only supports transfer to own wallet doesn't include transfer to others wallet specially telebirr",4,2026-01-30 09:45:58,Google Play
Commercial Bank of Ethiopia (CBE),The recent update UI makes it hard to input passcode in the number pad when authorizing payment. The current implemented keypad is different from the normal accepted keypad number layout. This is fighting with the muscle memory we have to simply input the numbers in the layout we normally know. I hope you fix it soon,2,2026-01-30 07:18:02,Google Play
Commercial Bank of Ethiopia (CBE),it was good. but now it was bad,3,2026-01-30 06:21:13,Google Play
Commercial Bank of Ethiopia (CBE),The new update is absolutely disgusting. Why change a perfectly fine UI? Why on earth did you make the orientation of the pin input so that 0 comes before 1?,2,2026-01-30 00:57:26,Google Play
Commercial Bank of Ethiopia (CBE),ኧረ አልሰራልኝም,5,2026-01-29 22:28:28,Google Play
Commercial Bank of Ethiopia (CBE),i think become nice,5,2026-01-29 22:13:07,Google Play
Commercial Bank of Ethiopia (CBE),CBE is the best one in Ethiopian mobile baknking app . i'm happy with CBE thank you 100% .,5,2026-01-29 20:45:39,Google Play
Commercial Bank of Ethiopia (CBE),good app,5,2026-01-29 20:08:13,Google Play
Commercial Bank of Ethiopia (CBE),so simple and fast we thank you CBE,5,2026-01-29 19:53:54,Google Play
Commercial Bank of Ethiopia (CBE),good app,5,2026-01-29 19:31:49,Google Play
Commercial Bank of Ethiopia (CBE),"it is good but some future like Standing order must be performed well, unless update without additional future is meaningless",4,2026-01-29 18:19:40,Google Play
Commercial Bank of Ethiopia (CBE),"very poor app, please make it better. this should be national pride not embarrassment",1,2026-01-29 17:59:28,Google Play
Commercial Bank of Ethiopia (CBE),wow really amazing app,5,2026-01-29 17:05:17,Google Play
Commercial Bank of Ethiopia (CBE),brings nw pin writing slide and says wrong password what is the problem,5,2026-01-29 15:30:54,Google Play
Commercial Bank of Ethiopia (CBE),it is nice app. but don't ask update evry time when I want to use it.,5,2026-01-29 14:21:39,Google Play
Commercial Bank of Ethiopia (CBE),The number button on the new update is not convenient.,1,2026-01-29 14:04:03,Google Play
Commercial Bank of Ethiopia (CBE),"been using for long, one of the EASIEST",5,2026-01-29 12:41:20,Google Play
Commercial Bank of Ethiopia (CBE),long time with c'b'r I am very happy,5,2026-01-29 10:52:39,Google Play
Commercial Bank of Ethiopia (CBE),nice,5,2026-01-29 06:52:32,Google Play
Commercial Bank of Ethiopia (CBE),Thanks For Good Reliablity,5,2026-01-29 04:24:48,Google Play
Commercial Bank of Ethiopia (CBE),excellent,5,2026-01-28 20:38:45,Google Play
Commercial Bank of Ethiopia (CBE),the best and trustble bank in the world,5,2026-01-28 20:11:45,Google Play
Commercial Bank of Ethiopia (CBE),"Good app but activation is frustrating The app is useful and secure, but having to go to the bank every time I change my phone or reinstall the app is very inconvenient. Activation should be possible online with OTP or ID verification. This process really needs improvement.",3,2026-01-28 20:07:47,Google Play
Commercial Bank of Ethiopia (CBE),good,3,2026-01-28 19:32:47,Google Play
Commercial Bank of Ethiopia (CBE),በቴሌ ብር እዳ አካውንት ማንቀሳቀስ አለመቻሉ ጥሩ ሆኖ ግን ቢያንስ ገንዘባችን ባንካችን ጋ በመሆኑ ወደ ግል የቴሌብር ዋሌታችን ብር መላክ እንዲቻል ብታደርጉት መልካም ነው እንዲሁም እዳ የሌለብን መሆኑን በአፋጣኝ ሪፖርት በመቀበል አካውንቱ በፍጥነት እንዲከፈትልን ቢደረግ ጥሩ ነው አመሰግናለሁ,5,2026-01-28 19:16:44,Google Play
Commercial Bank of Ethiopia (CBE),very good experience,5,2026-01-28 18:11:51,Google Play
Commercial Bank of Ethiopia (CBE),best,5,2026-01-28 17:57:07,Google Play
Commercial Bank of Ethiopia (CBE),Key board is too large,1,2026-01-28 16:08:47,Google Play
Commercial Bank of Ethiopia (CBE),Unnecessary and time taking processing,3,2026-01-28 16:00:26,Google Play
Commercial Bank of Ethiopia (CBE),why did it stop working after the latest update?,1,2026-01-28 14:57:48,Google Play
Commercial Bank of Ethiopia (CBE),It still needs more and more steps ahead to compare with Dashen Bank Mobile app. It is a super app capable of whatever activity you gonna perform. CBE mobile banking still is on beta version. Dashen super app gives a room for verification if Fayda Id. Please learn from them.,3,2026-01-28 13:41:17,Google Play
Commercial Bank of Ethiopia (CBE),ኮከብነሸ,5,2026-01-28 12:30:14,Google Play
Commercial Bank of Ethiopia (CBE),hard to enter pin!,1,2026-01-28 11:55:45,Google Play
Commercial Bank of Ethiopia (CBE),Good job,5,2026-01-28 11:24:14,Google Play
Commercial Bank of Ethiopia (CBE),the new update is not good please change back to previous one,2,2026-01-28 08:11:10,Google Play
Commercial Bank of Ethiopia (CBE),special app,5,2026-01-28 03:54:49,Google Play
Commercial Bank of Ethiopia (CBE),good,5,2026-01-27 23:01:47,Google Play
Commercial Bank of Ethiopia (CBE),after update i can't make tranfer cos of pin type keypad system,2,2026-01-27 20:58:30,Google Play
Commercial Bank of Ethiopia (CBE),amazing 😍,5,2026-01-27 16:47:18,Google Play
